Index,Book Name,Author,Rating,Number of Votes,Score,isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
3305,the lover,Marguerite Duras,3.72,61254,1695,,,,,,,,,,,,
3306,the book of illusions,Paul Auster,3.9,25213,1693,,,,,,,,,,,,
3307,the seven husbands of evelyn hugo,Taylor Jenkins Reid,4.41,3380545,1693,,,,,,,,,,,,
3308,"karolina dalca, dark eyes (the dark eyes #1)",M.R. Noble,4.26,11226,1692,,,,,,,,,,,,
3309,"gormenghast (gormenghast, #2)",Mervyn Peake,4.08,14259,1692,,,,,,,,,,,,
3310,almost transparent blue,Ryū Murakami,3.28,11937,1691,,,,,,,,,,,,
3311,"united we spy (gallagher girls, #6)",Ally Carter,4.43,37327,1691,,,,,,,,,,,,
3312,"the grim grotto (a series of unfortunate events, #11)",Lemony Snicket,4.02,118505,1690,,,,,,,,,,,,
3313,"emily of new moon (emily, #1)",L.M. Montgomery,4.12,51865,1689,,,,,,,,,,,,
3314,"the circle (the circle, #1)",Dave Eggers,3.43,222288,1689,,,,,,,,,,,,
3315,paula,Isabel Allende,4.2,50437,1689,,,,,,,,,,,,
3316,in farleigh field,Rhys Bowen,4.01,69518,1688,,,,,,,,,,,,
3317,fierce invalids home from hot climates,Tom Robbins,4.04,28739,1687,9780553379334.0,055337933X,fierce invalids home from hot climates,,Tom Robbins,Fiction,http://books.google.com/books/content?id=fOOrSoBlXVoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Switters, an anarchist pacifist who works for the government and carries a gun, chases after his teenage stepsister, only to become madly enamored of a nun a decade older than him, in this hilarious new novel by the author of Even Cowgirls Get the Blues. Reprint. 50,000 first printing.",2000.0,4.03,445.0,24266.0
3318,"the moses expedition (father anthony fowler, #2)",Juan Gómez-Jurado,3.71,4215,1686,,,,,,,,,,,,
3319,song bird: matters of the heart,Christine M. Knight,4.39,46,1685,,,,,,,,,,,,
3320,"winter: a berlin family, 1899-1945 (bernard samson, #0)",Len Deighton,4.14,2892,1684,,,,,,,,,,,,
3321,i'm thinking of ending things,Iain Reid,3.55,168526,1684,,,,,,,,,,,,
3322,"house of spies (gabriel allon, #17)",Daniel Silva,4.3,32760,1682,,,,,,,,,,,,
3323,esperanza rising,Pam Muñoz Ryan,4.04,106431,1681,,,,,,,,,,,,
3324,"playing for keeps (neighbor from hell, #1)",R.L. Mathewson,4.02,114771,1679,,,,,,,,,,,,
3325,kitchen confidential: adventures in the culinary underbelly,Anthony Bourdain,4.17,334459,1678,,,,,,,,,,,,
3326,"thief (love me with lies, #3)",Tarryn Fisher,4.35,36828,1678,,,,,,,,,,,,
3328,"magic's pawn (the last herald-mage, #1)",Mercedes Lackey,4.21,27642,1677,,,,,,,,,,,,
3329,entwined,Heather Dixon Wallwork,3.87,37248,1677,,,,,,,,,,,,
3330,"dragon slippers (dragon slippers, #1)",Jessica Day George,4.25,29158,1677,,,,,,,,,,,,
3331,"knife of dreams (the wheel of time, #11)",Robert Jordan,4.19,137603,1676,,,,,,,,,,,,
3332,in defense of food: an eater's manifesto,Michael Pollan,4.07,117445,1676,,,,,,,,,,,,
3333,"before they are hanged (the first law, #2)",Joe Abercrombie,4.35,185382,1676,,,,,,,,,,,,
3334,a promised land,Barack Obama,4.33,242638,1676,,,,,,,,,,,,
3335,the meat market (jonathan harkon adventures #1),James Chalk,3.69,480,1675,,,,,,,,,,,,
3336,"bloody bones (anita blake, vampire hunter, #5)",Laurell K. Hamilton,4.12,75813,1674,,,,,,,,,,,,
3337,"the silkworm (cormoran strike, #2)",Robert Galbraith,4.05,278416,1672,,,,,,,,,,,,
3338,the manuscript found in saragossa,Jan Potocki,4.1,3871,1671,,,,,,,,,,,,
3339,the truth: stage adaptation,Stephen Briggs,4.25,49509,1669,,,,,,,,,,,,
3340,"bloodrose (nightshade, #3; nightshade world, #6)",Andrea Cremer,4.05,28756,1669,,,,,,,,,,,,
3341,novel with cocaine,M. Ageyev,3.83,3263,1669,,,,,,,,,,,,
3342,"the unhoneymooners (unhoneymooners, #1)",Christina Lauren,3.91,948414,1668,,,,,,,,,,,,
3343,"the testaments (the handmaid's tale, #2)",Margaret Atwood,4.19,367780,1666,,,,,,,,,,,,
3344,the candidate and other stories,Samuel R. George,4.43,189,1665,,,,,,,,,,,,
3345,"carpe jugulum (discworld, #23; witches, #6)",Terry Pratchett,4.18,64791,1664,,,,,,,,,,,,
3346,"true teryn (the last lumenian, #2)",S.G. Blaise,4.31,934,1662,,,,,,,,,,,,
3347,"kill switch (devil's night, #3)",Penelope Douglas,4.31,129437,1661,,,,,,,,,,,,
3348,"broken promises (past imperfect mystery, #1)",Anne Willow,4.25,2726,1660,,,,,,,,,,,,
3349,confessions of an ugly stepsister,Gregory Maguire,3.54,61173,1658,9780060987527.0,0060987529,confessions of an ugly stepsister,A Novel,Gregory Maguire,Fiction,http://books.google.com/books/content?id=R7lwacBA53QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Is this new land a place where magics really happen? From Gregory Maguire, the acclaimed author of Wicked, comes his much-anticipated second novel, a brilliant and provocative retelling of the timeless Cinderella tale. In the lives of children, pumpkins can turn into coaches, mice and rats into human beings.... When we grow up, we learn that it's far more common for human beings to turn into rats.... We all have heard the story of Cinderella, the beautiful child cast out to slave among the ashes. But what of her stepsisters, the homely pair exiled into ignominy by the fame of their lovely sibling? What fate befell those untouched by beauty . . . and what curses accompanied Cinderella's exquisite looks? Extreme beauty is an affliction Set against the rich backdrop of seventeenth-century Holland, Confessions of an Ugly Stepsister tells the story of Iris, an unlikely heroine who finds herself swept from the lowly streets of Haarlem to a strange world of wealth, artifice, and ambition. Iris's path quickly becomes intertwined with that of Clara, the mysterious and unnaturally beautiful girl destined to become her sister. Clara was the prettiest child, but was her life the prettiest tale? While Clara retreats to the cinders of the family hearth, burning all memories of her past, Iris seeks out the shadowy secrets of her new household--and the treacherous truth of her former life. God and Satan snarling at each other like dogs.... Imps and fairy godmotbers trying to undo each other's work. How we try to pin the world between opposite extremes! Far more than a mere fairy-tale, Confessions of an Ugly Stepsister is a novel of beauty and betrayal, illusion and understanding, reminding us that deception can be unearthed--and love unveiled--in the most unexpected of places.",2000.0,3.52,372.0,53017.0
3350,memórias póstumas de brás cubas,Machado de Assis,4.25,33143,1657,,,,,,,,,,,,
3351,the six wives of henry viii,Alison Weir,4.11,70836,1656,9780802136831.0,0802136834,the six wives of henry viii,,Alison Weir,Biography & Autobiography,http://books.google.com/books/content?id=9zYYi1v8tnIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Profiles the oft-married English monarch and the women that came to define him through marriage, detailing their little-known histories and personalities. Reprint.",2000.0,4.11,643.0,53977.0
3352,"the luxe (luxe, #1)",Anna Godbersen,3.64,73541,1656,,,,,,,,,,,,
3353,"midnight awakening (midnight breed, #3)",Lara Adrian,4.23,42755,1656,,,,,,,,,,,,
3354,"the amazing maurice and his educated rodents (discworld, #28)",Terry Pratchett,4.07,49764,1656,,,,,,,,,,,,
3355,"worm (parahumans, #1)",Wildbow,4.6,9614,1656,,,,,,,,,,,,
3356,the kindly ones,Jonathan Littell,4.01,14043,1655,,,,,,,,,,,,
3357,the overstory,Richard Powers,4.12,170312,1655,,,,,,,,,,,,
3358,"here be dragons (welsh princes, #1)",Sharon Kay Penman,4.29,24348,1654,,,,,,,,,,,,
3359,"shadow me (shatter me, #4.5)",Tahereh Mafi,3.98,118369,1654,,,,,,,,,,,,
3360,the lost girls,John Glatt,4.08,6684,1654,,,,,,,,,,,,
3361,donde los árboles cantan,Laura Gallego García,4.23,24199,1653,,,,,,,,,,,,
3362,"finding cinderella (hopeless, #2.5)",Colleen Hoover,3.95,185030,1653,,,,,,,,,,,,
3363,"demon from the dark (immortals after dark, #9)",Kresley Cole,4.43,48136,1652,,,,,,,,,,,,
3364,"the fairy-tale detectives (the sisters grimm, #1)",Michael Buckley,4.04,55504,1651,,,,,,,,,,,,
3365,"the lost world (professor challenger, #1)",Arthur Conan Doyle,3.93,68915,1650,,,,,,,,,,,,
3366,going too far,Jennifer Echols,3.92,38395,1649,,,,,,,,,,,,
3367,"the bourne supremacy (jason bourne, #2)",Robert Ludlum,4.11,180204,1649,,,,,,,,,,,,
3368,the gods themselves,Isaac Asimov,4.09,65158,1649,9781857989342.0,1857989341,the gods themselves,,Isaac Asimov,Science fiction,http://books.google.com/books/content?id=8ClIPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the year 2100, mankind on Earth, settlers in a lunar colony and aliens from the para-universe, a strange universe parallel in time to our own, are faced with a race against time to prevent total destruction of the Earth. The invention of the Inter-Universe Electron Pump has threatened the rate of hydrogen fusion in the sun, leading, inevitably, to the possibilty of a vast explosion -- and the vapourisation of the Earth exactly eight minutes later . . .",2000.0,4.09,288.0,41304.0
3369,"the girl of fire and thorns (fire and thorns, #1)",Rae Carson,3.78,82555,1648,,,,,,,,,,,,
3370,"midnight (the vampire diaries: the return, #3)",L.J. Smith,3.76,28008,1648,,,,,,,,,,,,
3371,"the retribution of mara dyer (mara dyer, #3)",Michelle Hodkin,4.06,62719,1647,,,,,,,,,,,,
3372,sundays at tiffany's,James Patterson,3.77,71223,1646,,,,,,,,,,,,
3373,"the opal deception (artemis fowl, #4)",Eoin Colfer,4.05,140206,1646,,,,,,,,,,,,
3374,storm surge: book two of the stormsong trilogy,Stephen A. Reger,4.38,200,1646,,,,,,,,,,,,
3375,"maskerade (discworld, #18; witches, #5)",Terry Pratchett,4.13,65334,1645,,,,,,,,,,,,
3376,"storm born (dark swan, #1)",Richelle Mead,3.89,32846,1645,,,,,,,,,,,,
3377,genghis khan and the making of the modern world,Jack Weatherford,4.06,76433,1644,,,,,,,,,,,,
3378,where there's smoke (sugar mountain #2),Kirsten Fullmer,4.29,3631,1644,,,,,,,,,,,,
3379,the ancestor,Lee Matthew Goldberg,4.25,3454,1644,,,,,,,,,,,,
3380,hold me tight: seven conversations for a lifetime of love,Sue Johnson,4.12,19617,1644,,,,,,,,,,,,
3381,"the spirit catches you and you fall down: a hmong child, her american doctors, and the collision of two cultures",Anne Fadiman,4.2,84999,1643,,,,,,,,,,,,
3382,"blood rites (the dresden files, #6)",Jim Butcher,4.3,133189,1643,,,,,,,,,,,,
3383,"trouble on main street (sugar mountain, #1)",Kirsten Fullmer,4.26,4080,1642,,,,,,,,,,,,
3384,"finding me: a decade of darkness, a life reclaimed - a memoir of the cleveland kidnappings",Michelle Knight,4.17,28904,1642,,,,,,,,,,,,
3385,"same kind of different as me: a modern-day slave, an international art dealer, and the unlikely woman who bound them together",Ron Hall,4.2,90897,1639,,,,,,,,,,,,
3386,life after darkness: finding healing and happiness after the cleveland kidnappings,Michelle Knight,4.02,1633,1639,,,,,,,,,,,,
3387,"froi of the exiles (lumatere chronicles, #2)",Melina Marchetta,4.29,17118,1637,,,,,,,,,,,,
3388,the travelling cat chronicles,Hiro Arikawa,4.33,82630,1637,,,,,,,,,,,,
3389,death in venice and other tales,Thomas Mann,3.74,76729,1635,,,,,,,,,,,,
3390,burial rites,Hannah Kent,4.03,116667,1635,,,,,,,,,,,,
3391,"the housemaid (the housemaid, #1)",Freida McFadden,4.32,1661242,1635,,,,,,,,,,,,
3393,"house of marionne (house of marionne, #1)",J. Elle,3.66,5617,1634,,,,,,,,,,,,
3394,devourer of men,Nikki St. Crowe,4.14,12082,1634,,,,,,,,,,,,
3395,"fairest (the lunar chronicles, #3.5)",Marissa Meyer,3.95,145098,1633,,,,,,,,,,,,
3396,the good girl,Mary Kubica,3.81,257945,1633,,,,,,,,,,,,
3397,moneyball,Michael Lewis,4.26,135539,1632,,,,,,,,,,,,
3398,ذاكرة الجسد,Ahlam Mosteghanemi,3.81,25277,1632,,,,,,,,,,,,
3399,"kiss of crimson (midnight breed, #2)",Lara Adrian,4.14,42544,1631,,,,,,,,,,,,
3400,"theft of swords (the riyria revelations, #1-2)",Michael J. Sullivan,4.23,71577,1631,,,,,,,,,,,,
3401,"love, theoretically",Ali Hazelwood,4.1,478851,1631,,,,,,,,,,,,
3402,persona normal,Benito Taibo,4.38,29170,1630,,,,,,,,,,,,
3403,the elementary particles,Michel Houellebecq,3.8,45959,1628,,,,,,,,,,,,
3404,"crashing down to earth (crashing down to earth, #1)",Terry Reid,4.47,142,1628,,,,,,,,,,,,
3405,"little, big",John Crowley,3.81,11749,1627,,,,,,,,,,,,
3406,carmilla,J. Sheridan Le Fanu,3.86,134419,1626,,,,,,,,,,,,
3407,the canterville ghost,Oscar Wilde,3.88,64615,1626,9781592241873.0,1592241875,the canterville ghost,,Oscar Wilde,Fiction,http://books.google.com/books/content?id=-EHeUKhJQHUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Oscar Wilde's timeless classic of an American family that buys a British manor -- complete with ghost! Filmed many times, its light tone and gentle chills continue to thrill new generations.",2005.0,3.89,52.0,80.0
3408,a decade of desire: erotic memoirs from the office diaries,Charles Dyson,4.36,731,1626,,,,,,,,,,,,
3409,the distant hours,Kate Morton,3.89,81465,1625,,,,,,,,,,,,
3410,the poisoner's handbook: murder and the birth of forensic medicine in jazz age new york,Deborah Blum,4.01,35688,1624,,,,,,,,,,,,
3411,kiss an angel,Susan Elizabeth Phillips,4.17,66611,1624,,,,,,,,,,,,
3412,desperation,Stephen King,3.86,145803,1621,,,,,,,,,,,,
3413,"that was then, this is now",S.E. Hinton,3.93,37537,1619,9780140389661.0,0140389660,"that was then, this is now",,S. E. Hinton,Juvenile Fiction,http://books.google.com/books/content?id=l7XQD-EfgFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,HINTON/THAT WAS THEN THIS IS NOW,2008.0,3.91,159.0,25827.0
3414,"a swiftly tilting planet (time quintet, #3)",Madeleine L'Engle,4.08,109733,1619,,,,,,,,,,,,
3415,"an absolutely remarkable thing (the carls, #1)",Hank Green,4.04,121545,1619,,,,,,,,,,,,
3416,the reappearance of rachel price,Holly Jackson,4.12,107209,1619,,,,,,,,,,,,
3417,glamorama,Bret Easton Ellis,3.54,24294,1618,9780375703843.0,0375703845,glamorama,,Bret Easton Ellis,Fiction,http://books.google.com/books/content?id=IaXxF_8jnqoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A young man from the fashionable, celebrityobsessed society of New York finds himself gradually drawn into a shadowy, dark side of that society, until he becomes trapped in terrifying world in which politics and family, terrorism and fame become inextricably intertwined. Reprint. 50,000 first printing.",2000.0,3.47,546.0,16691.0
3418,"the story of a new name (neapolitan novels, #2)",Elena Ferrante,4.45,196924,1618,,,,,,,,,,,,
3419,"my man jeeves (jeeves, #1)",P.G. Wodehouse,4.06,44454,1617,,,,,,,,,,,,
3420,capital: a critique of political economy volume 1,Karl Marx,4.08,21898,1615,,,,,,,,,,,,
3421,"a column of fire (kingsbridge, #3)",Ken Follett,4.26,113708,1614,,,,,,,,,,,,
3422,"the queen of attolia (the queen's thief, #2)",Megan Whalen Turner,4.17,47754,1613,,,,,,,,,,,,
3423,"a grimm warning (the land of stories, #3)",Chris Colfer,4.45,58169,1613,,,,,,,,,,,,
3424,"addicted to you (addicted, #1)",Krista Ritchie,3.74,165013,1612,,,,,,,,,,,,
3425,"blood and gold (the vampire chronicles, #8)",Anne Rice,3.92,35782,1611,,,,,,,,,,,,
3426,"east (east, #1)",Edith Pattou,4.15,45214,1611,,,,,,,,,,,,
3427,"everlost (the skinjacker trilogy, #1)",Neal Shusterman,3.96,35460,1609,,,,,,,,,,,,
3428,going bovine,Libba Bray,3.67,35084,1607,,,,,,,,,,,,
3429,snuff,Chuck Palahniuk,3.22,64136,1607,,,,,,,,,,,,
3430,sobre héroes y tumbas,Ernesto Sabato,4.26,12879,1607,,,,,,,,,,,,
3431,"keeping 13 (boys of tommen, #2)",Chloe Walsh,4.51,164986,1605,,,,,,,,,,,,
3432,"the blinding knife (lightbringer, #2)",Brent Weeks,4.41,89656,1603,,,,,,,,,,,,
3433,the memoirs of cleopatra,Margaret George,4.19,21062,1602,9780330353823.0,0330353829,the memoirs of cleopatra,,Margaret George,Egypt,http://books.google.com/books/content?id=el6mohWndKQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The bestselling author of ""The Autobiography of Henry VIII"" and ""Mary Queen of Scotland and the Isles"" brings to life the words and glittering kingdom of Cleopatra, Queen of the Nile, in a lush, sweeping, and richly detailed saga of ancient Egypt.",1998.0,4.18,1139.0,15260.0
3434,the dovekeepers,Alice Hoffman,4.06,78027,1602,,,,,,,,,,,,
3435,the house at pooh corner and now we are six,A.A. Milne,4.28,685,1601,,,,,,,,,,,,
3436,the lottery,Shirley Jackson,4.05,96031,1600,,,,,,,,,,,,
3437,"night school (night school, #1)",C.J. Daugherty,4.07,26944,1600,,,,,,,,,,,,
3438,joyland,Stephen King,3.93,165590,1600,,,,,,,,,,,,
3439,the haunted vagina,Carlton Mellick III,3.15,4110,1600,,,,,,,,,,,,
3440,airport,Arthur Hailey,3.99,40749,1600,,,,,,,,,,,,
3441,earth abides,George R. Stewart,3.95,30690,1599,,,,,,,,,,,,
3442,"through the looking-glass and what alice found there (alice's adventures in wonderland, #2)",Lewis Carroll,4.01,137928,1599,,,,,,,,,,,,
3443,"the hollow (the hollow, #1)",Jessica Verday,3.74,20824,1599,,,,,,,,,,,,
3444,"flow my tears, the policeman said",Philip K. Dick,3.91,42612,1597,9781857983418.0,1857983416,"flow my tears, the policeman said",,Philip K. Dick,Identity (Psychology),http://books.google.com/books/content?id=Wn2uuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Another classic novel from the world's greatest writer of science fiction Jason Taverner is a Six, the result of top secret government experiments forty years before which produced a handful of unnaturally bright and beautiful people ... and he's the prime-time idol of millions until, inexplicably, all record of him is wiped from the data banks of Earth. Suddenly he's a nobody in a police state where nobody is allowed to be a nobody. Will he ever be rich and famous again? Was he, in fact, ever rich and famous?",2001.0,3.93,204.0,25740.0
3445,"my heart is a chainsaw (the indian lake trilogy, #1)",Stephen Graham Jones,3.53,43254,1595,,,,,,,,,,,,
3446,unaccustomed earth,Jhumpa Lahiri,4.13,94345,1594,,,,,,,,,,,,
3447,charnel house,Graham Masterton,3.62,1526,1594,,,,,,,,,,,,
3448,يوتوبيا,أحمد خالد توفيق,3.93,56124,1593,,,,,,,,,,,,
3449,"revenge of the witch (the last apprentice / wardstone chronicles, #1)",Joseph Delaney,4.02,51598,1593,,,,,,,,,,,,
3450,"rhythm of war (the stormlight archive, #4)",Brandon Sanderson,4.62,169797,1593,,,,,,,,,,,,
3451,"my wolf's bane (shapes of autumn, #1)",Veronica Blade,3.78,1174,1592,,,,,,,,,,,,
